residual_transmission,regulatable_transmission,recovery_rate,detection_rate,death_rate,response_slope,initial_relative_latent_infections,response_weights,Country
0.1656547880403764,0.22486995583437022,0.1345402551198478,0.3485610844754705,0.06024533643028237,0.6673508090887853,0.371414452033056,0.10990732867715904,LUX
0.15271637832681184,0.18250963036497037,0.02505038222942773,0.3988933843371928,0.031120708427088625,0.624638097361098,0.2964121621957445,0.1106471111758108,LVA
0.06308091913729053,0.19804935826617748,0.11821528692538927,0.1944298900475502,0.34695507004427667,0.5719584614426836,0.305284660504105,0.19937204508835368,MAR
0.23025808048123464,0.171693159681038,0.07683993650150303,0.24722046037417716,0.19997096610292514,0.6026230368559974,0.2351893677705931,0.1244760149676924,MDA
0.8757808041069989,0.3263845024373684,0.7720443363618964,0.0815637594204155,0.481236844015388,0.5056227536933314,0.21711562861891925,0.20051149541275295,MDG
0.30326616669341117,0.2693837811456503,0.5905613537339143,0.33600302556364914,0.3950424620744719,0.5247379071802152,0.3275432992259995,0.10948648639706733,MEX
0.04815695845096466,0.1938137407317335,0.06473694284009411,0.2112312231865331,0.22537562604340564,0.48139259800741835,0.3450078351487542,0.10877912728163014,MKD
0.8385520172621851,0.39899176864215374,0.763780524875874,0.20676181959288834,1.0,0.6889287414122386,0.3666650809395363,0.20305706184594918,MLI
0.0,0.15341766940602578,0.04165681539275622,0.16179989520834234,0.08655730565435142,0.6289585036158466,0.22943530836830808,0.08520335747441696,MLT
0.3578629405551432,0.3180979479292122,0.20518796230621142,0.7251819080748669,0.0,0.08671806437231283,0.6570562135534228,0.9859368538069353,AUS
0.33592078016047816,0.18235483070395253,0.0025331847198297695,0.7209307547757026,0.01596864339115918,0.5599886467167523,0.6364221167753125,0.19838610955795016,MNE
0.2573863025196748,0.2255829473025433,0.10948987289042007,0.5309501766881897,0.13283007911736952,0.6179298867817926,0.03536218836024217,0.1383327102309008,MUS
0.29800486806783794,0.18442283797165138,0.3939242971819728,0.38916627599601317,0.11105465631124335,0.49581715858648945,0.23665131351458435,0.0635670353447962,MYS
0.312708995697973,0.5370286599329506,0.3751308812105245,0.8616249798098781,0.04518400232271177,0.0,0.6843319035754833,0.9325911245951212,AUT
0.19963192657811038,0.18779439948936869,0.319828644126952,0.3683328277595465,0.25713145096900636,0.6413513888024227,0.1878490226832349,0.12292763299377006,NER
0.1814398594949365,0.18564006962249635,0.32924927663503006,0.4123855072349578,0.12738622341583797,0.5115557813716453,0.25244799584208144,0.1272690578360369,NGA
0.3510463524464657,0.17354660548829126,0.006192229315139441,0.36941304853114404,0.3623793278652827,0.4298864470850647,0.3466941494479184,0.09395634753896596,NLD
0.23412749494354584,0.22465497936142856,0.0,0.40804886600456197,0.0738549756841112,0.5784745498349556,0.3266110336787142,0.07221878504951182,NOR
0.2755113616659348,0.21373268049100966,0.2634906159579379,0.42315816843092213,0.1446250998040212,0.6876776042430216,0.17977743491359324,0.09895087195741285,AZE
0.39280052618864153,0.3720711530624186,0.40554317109692534,0.695826061606464,0.10470349132612322,0.36751903315011436,0.029454053083044062,0.057939262401116944,NZL
0.0945041148163366,0.10961642055042285,0.28878868735997126,0.1277942143974283,0.29886767801408143,0.6232751678391473,0.2797385964326819,0.15070123837472826,OMN
0.25920903596151396,0.23677583432037144,0.1601535672870155,0.3286136378857298,0.12103505843071784,0.5956443825012165,0.27059557780938187,0.08623561212369851,PAK
0.26171066560629547,0.18380239429009212,0.015480573287848595,0.2784081910832542,0.13827393481890102,0.5310096589931591,0.2669524288961138,0.13297822008860186,PAN
0.4268094053280715,0.03650325411298136,1.0,0.12391061980719911,0.7370980619873704,0.6575940812978087,0.2567983317203885,0.19953416200442675,PER
0.16585110953975543,0.20469951850250215,0.041938280361626196,0.24959718244385184,0.22900486317776003,0.4509375495785695,0.22894467966063548,0.03566572153607432,PHL
0.23664969720053777,0.1388714814203055,0.05629299377399489,0.2627930522343079,0.17275168759526743,0.632462892637168,0.28129497577742646,0.08402751355661355,POL
0.33487569146019114,0.15890122951602076,0.013510318505758774,0.3307122287137021,0.11740582129636351,0.5133645414739586,0.366594078232203,0.14281243072810343,PRT
0.2605309732432606,0.23410979404589874,0.13932515959063735,0.31063635325031425,0.22537562604340564,0.5381951626712616,0.07665665291817578,0.12642737327585352,PRY
0.43997587714271097,0.2760758576440737,0.1533984080341361,0.795736240185631,0.06478188284822531,0.5840434155977778,0.06683484841276999,0.11411641317977443,PSE
0.18610396457748848,0.16192750063704417,0.10245324866867071,0.1265347447377648,0.16640052261014734,0.5347918553581001,0.21987905398832858,0.0673235158858035,QAT
0.12313061081261235,0.21092180085542372,0.2835646975377445,0.3300117792126443,0.4703491326123249,0.416158078403257,0.39471399044445565,0.07527518519376279,BEL
0.17538445803804287,0.15326494480748823,0.15902770741153557,0.21743599238881642,0.2371706467300573,0.42511954083466713,0.2874061787975975,0.09975417781909737,ROU
0.33324398941744837,0.2713003088522995,0.1660643316332849,0.22713473607078566,0.2662045438048922,0.580259880402265,0.49295617641900685,0.18231139020218293,RUS
0.32161752457398535,0.21247685267803415,0.3289002600736312,0.46922946615347644,0.40048631777600346,0.6265425838492852,0.14468789694951067,0.11452335972420272,RWA
0.2679412281614374,0.14845578000353601,0.25439648281374905,0.25446841870964443,0.12103505843071784,0.6229545179172347,0.26777322019288596,0.1922018454860364,SAU
0.20013095937144212,0.2063927694862893,0.7977533466184799,0.4931617534086835,0.13010815126660374,0.6050918404301394,0.055499266187019725,0.08605165905158293,SEN
0.14065553747124981,0.06765326203971996,0.2933878249513066,0.23186927043732794,0.3088480801335559,0.6485958010256778,0.20604346643737528,0.1864284981687405,SGP
0.05244664199128779,0.16742641620939205,0.07712140147037301,0.15290757454587,0.19906365681933658,0.7291666248282113,0.3515507346295115,0.12466658505679051,AFG
0.5164407499951508,0.19150917634129974,0.29176940138030427,0.1856340880171133,0.41681788488059807,0.5847175167906088,0.22687637079601844,0.2047549884036777,SLV
0.36375434890327407,0.17712899335399,0.025894777136037654,0.32924593341396247,0.17002975974450169,0.5454302030805154,0.25789248344039356,0.12087371092237904,SRB
0.1511552109545046,0.21295909719841669,0.02842796185586742,0.36694020178303405,0.0656891921318139,0.5656478835431616,0.30553388000684467,0.11511293593735006,SVK
0.20839703495757056,0.16353733410913013,0.06192229315139438,0.4327048460232354,0.08746461493794007,0.5726921405959535,0.3262489198713147,0.15513331634965638,SVN
0.12355499441306635,0.2866935373424094,0.016887898132198473,0.3005992034258205,0.2934238223125499,0.20889505643505563,0.26907114968293744,0.13556018011520224,SWE
0.22733735733628174,0.19026787396568515,0.4374612985667804,0.3875833704306307,0.2235610074762285,0.6494908092628331,0.22054434935604095,0.10178097012085979,BFA
0.21963614690255814,0.3159942495868551,0.48267301651636435,0.36189089848997585,0.10016694490818029,0.510594501021193,0.0976684840992987,0.010057865813512607,THA
0.25821449710837246,0.12960757248400753,0.14411006406142693,0.627448323136501,0.23535602816288015,0.5611172808886621,0.0,0.16861482674995285,TTO
0.1906111300183214,0.21621196514227048,0.02505038222942773,0.5530119722499084,0.1092400377440662,0.5091960924890936,0.1809234186099516,0.15189627164178118,TUN
0.41401500389997953,0.3024341312916931,0.08218777091003254,0.36750394938484143,0.0983523263410031,0.27474075219518,0.4724271636477499,0.06557794680580047,TUR
0.45531011449540393,0.13342195233498486,0.08640974544308216,0.2807868829209296,0.5828554837773101,0.612450053251986,0.23733577961327665,0.21085058444802496,BGD
0.3604098299467875,0.1557529447211656,0.10892694295268011,0.6552106272923175,0.028761704289758293,0.5993897610254371,0.5095942408284028,0.1385550420015153,TWN
0.25483412302774777,0.15261420521371907,0.05094515936546538,0.2562467252606988,0.2208390796254627,0.5205232685406276,0.24408884710774023,0.12102656401467655,UKR
0.2771465904421994,0.21191990590836687,0.4036404679073643,0.5617652272915296,0.055708790012339415,0.6141376491875639,0.5263963214917385,0.11356984757701377,URY
0.34394703786712566,0.04977161862343677,0.06529987277783408,0.38273340765924585,0.1872686361326849,0.4606065839671023,0.5897406768120069,0.41208002620338724,USA
0.3554524181930076,0.14527138912152643,0.12919242071131828,0.26832416078034327,0.1954344196849822,0.6113548898443678,0.2991109751014806,0.15712768526820423,UZB
0.09822070415937076,0.2122743265799734,0.06529987277783408,0.2664453960612519,0.12012774914712926,0.6261964961465107,0.28988772341889396,0.07429123476845402,BGR
0.07087500022042091,0.0,0.5856385314283784,0.3583732867942814,0.30612615228279016,0.5533219398851685,0.6955332906843739,0.13051205785919648,VEN
0.18805424821503203,0.15837333362107534,0.5002139133763412,0.570070557089786,0.031120708427088625,0.5846800295346023,0.2984123084613216,0.1323330609328009,VNM
0.27639422062422003,0.36538737681391587,0.09738687922901117,0.533157498709802,0.04881323945706612,0.4422773240257833,0.2158553305637544,0.0850068320700345,ZAF
0.14554006339891298,0.12849201889468886,0.9544167482915077,0.24235631527318716,0.20995136822239965,0.6690999912306597,0.19122662147107666,0.13821426562691272,BHR
0.2510810907716552,0.2900248426480122,0.15508719784735595,0.3928521058789696,0.22446831675981704,0.5602309750502227,0.18990952125004523,0.09397156667802586,BIH
0.1736087477098275,0.12825961189691418,0.038279235766316526,0.2279687358422925,0.36782318356681426,0.6074368021764027,0.17492866002980695,0.15075483621228714,BOL
0.2782069616544143,0.2415630034620343,0.025613312167167675,0.26720099906633,0.2525949045510633,0.6217589422167417,0.3390230169476362,0.12851636553725215,BRA
0.295811827606212,0.1494260792192453,0.8684742346967496,0.9054393173572016,0.04981127966901358,0.5935457655801388,1.0,0.1209650257567386,BRN
0.19930452814950528,0.2332772789788701,0.01379178347462875,0.25040793895295016,0.13736662553531248,0.28824754441737777,0.40638399542174536,0.0325557235542645,CAN
0.3101432970608791,0.38288056853391844,0.4478783170646582,0.5714328486390873,0.10833272846047762,0.24903051931229633,0.34590956953188623,0.6325133746455759,CHE
0.34353617341183845,0.2344231284803986,0.3307072651737765,0.37187604643925043,0.11377658416200913,0.45685451129002347,0.2866947316701186,0.02898253438367449,CHL
0.374008326617845,0.5545102313030646,0.5041403496920773,0.526361405153701,0.0738549756841112,0.5310243861294475,0.2929465200508095,0.02719593979837949,CHN
0.25819803901860416,0.13743470815906275,0.20743968205717117,0.2902646186332174,0.16004935762502723,0.5762474051789982,0.23322330280453593,0.1444038233124125,CIV
0.5422875921873449,1.0,0.13932515959063735,0.8808400666569492,0.024225157871815343,1.0,0.6606390101654577,1.0,CMR
0.12181631478682953,0.21529105241358826,0.07233649699958342,0.3844833495510899,0.3079407708499673,0.6241266640827234,0.2632538978711258,0.11194206139930057,COD
0.2767339626201514,0.25944049675335734,0.09907566904223102,0.2704318125411189,0.1682151411773245,0.5001375648412381,0.4308280974753567,0.07422440289693003,COL
0.011394288219945923,0.22048617883884483,0.04109388545501627,0.2233362354581878,0.02467881251360964,0.6024188651938192,0.3872381153893398,0.08023000751031427,CRI
0.1547618837694433,0.1527063379878368,0.17760439535695394,0.21251787564460659,0.17093706902809028,0.5970227085747412,0.3138823783350859,0.15975993462387217,CUB
0.09728259304257769,0.20748591240082237,0.10217178369980073,0.26003458912609273,0.13918124410248964,0.5629508093565511,0.23641274441794463,0.09943325249544253,CYP
0.2824325762024251,0.20448537205455256,0.03180554148230712,0.37379381256475613,0.0910938520722944,0.4617325404778687,0.20728246368034015,0.05187741314338083,CZE
0.11118732774110954,0.21849992903286314,0.6459621035565914,0.3215374433199258,0.2507802859838862,0.6126495390071635,0.18037314762811904,0.1273008195175533,ALB
0.22089871750335482,0.1095168175513765,0.5219007892277727,0.3959198225632985,0.06750381069899106,0.22817153900582468,0.14476315981928395,0.5815285970931444,DEU
1.0,0.4311436167342999,0.322696772159737,0.0,0.3841547506714089,0.5608428206214718,0.2898366014696141,0.2484981025703802,DJI
0.17604572057337636,0.23982659117866045,0.35563943211627885,0.28768461650586796,0.1800101618639762,0.638320276388183,0.21476969916862929,0.08103397507369703,DNK
0.0555454651790905,0.052476670072535925,0.03208700645117709,0.14733667668621994,0.22719024461058282,0.6596183931221594,0.793538327616432,0.07437725598922748,DOM
0.25501751317088034,0.3769878061028417,0.3098788574773984,0.5273265914740562,0.7416346084053133,0.5909798967895511,0.028616931163585275,0.025938706571690416,DZA
0.4079237473189478,0.13217525479692188,0.05770031861834476,0.37825060964319623,0.2208390796254627,0.5677739464909585,0.3577038292470093,0.12424706618009534,ECU
0.16864310691116338,0.10279984030319159,0.3513414620416343,0.24475588665167017,0.38596936923858605,0.6466156706101919,0.25308702020808055,0.13077673853849944,EGY
0.35447551300747493,0.1324894192564139,0.10864547798381013,0.5910249490814973,0.11922043986354068,0.7255069314605772,0.15022042790491602,0.22456766065290104,AND
0.1728757749262178,0.07025331532732448,0.4795684579097286,0.26013583520133,0.4803295347317994,0.4808597434398975,0.4775102474657359,0.6204809909644632,ESP
0.31697986999284666,0.22822035171479013,0.036308980984226705,0.38247182246874967,0.07294766640052262,0.5899496666646583,0.19776171065402723,0.0690062233044721,EST
0.29435293550603625,0.27104632120473154,0.10245324866867071,0.30975704881479055,0.14825433693837553,0.6538092072717243,0.20063590024687641,0.11826462112615012,FIN
0.43383936081481644,0.17396493808428568,0.2864975625133696,0.4174013244720037,0.4776076068810336,0.3544774845515688,0.46156729956113224,0.13198434413781923,FRA
0.2416188647327236,0.165260050980135,0.24853356751218747,0.24813009923691193,0.23535602816288015,0.6308770478250361,0.33365308219202405,0.11807735954554326,ARE
0.352427068620242,0.26201149916623995,0.021954267571858012,0.34260844557727993,0.5692458445234811,0.5583827194460453,0.534700798141433,0.1558916264958594,GBR
0.36000072885826123,0.11347686678845893,0.13144414046227806,0.15518344449390753,0.18636132684909631,0.5090735894917867,0.2440966574055469,0.13590029478810656,GHA
0.2739155147473301,0.1349189024081515,0.11427477736120963,0.1718985017944587,0.25985337881977205,0.532919500803633,0.14565069366094932,0.11808066805403453,GIN
0.17631551568779247,0.23450156584214757,0.3200425575032932,0.2773224549612546,0.19271249183421643,0.6468553212825193,0.3079721129766678,0.06513593007136452,ARG
0.13782121929758057,0.2543677990144283,0.0827507008477725,0.29844506514022784,0.14734702765478694,0.5558704038783242,0.33929211720842917,0.09803573850872287,GRC
0.32823779118328383,0.1549872466659971,0.13116267549340807,0.3904517465932863,0.43768599840313566,0.5260392504958692,0.0708244905378242,0.1229117521530119,GTM
